iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country,city,country
QRA,28.151648,-26.24284,ZA,Rand Airport,AF,airport,medium,2,FAGM,Johannesburg,South Africa,Johannesburg,Südafrika
SHC,39.13333,12.983333,ET,Shire Inda Selassie Airport,AF,airport,small,3,,Shire Indasilase,Ethiopia,Shire Indasilase,Äthiopien
HIL,44.766666,6.083333,ET,Shilavo Airport,AF,airport,small,3,,Shilavo,Ethiopia,Shilabo,Äthiopien
HMV,15.273056,65.727776,SE,Hemavan Airport,EU,airport,medium,1,ESUT,Hemavan,Sweden,Hemavan,Schweden
SQO,17.8,64.96222,SE,Storuman Airport,EU,airport,medium,1,ESUD,Mohed,Sweden,Mohed,Schweden
AGH,12.8625,56.293056,SE,Ängelholm-Helsingborg Airport,EU,airport,medium,1,ESTA,Ängelholm,Sweden,Ängelholm,Schweden
TYF,12.99661,60.154484,SE,Torsby Airport,EU,airport,medium,1,ESST,Torsby,Sweden,Torsby,Schweden
KSD,13.472059,59.360283,SE,Karlstad Airport,EU,airport,medium,1,ESOK,Karlstad,Sweden,Karlstad,Schweden
HFS,13.569167,60.0175,SE,Hagfors Airport,EU,airport,medium,1,ESOH,Hagfors,Sweden,Hagfors,Schweden
OSD,14.494444,63.198612,SE,Östersund Airport,EU,airport,medium,1,ESNZ,Östersund,Sweden,Östersund,Schweden
LCJ,19.398333,51.721943,PL,Łódź Władysław Reymont Airport,EU,airport,medium,1,EPLL,Lodz,Poland,Lodz,Polen
BZG,17.978611,53.09667,PL,Bydgoszcz Ignacy Jan Paderewski Airport,EU,airport,medium,1,EPBY,Bydgoszcz,Poland,Bydgoszcz,Polen
VRY,,,NO,Værøy Heliport,EU,heliport,null,1,ENVR,Værøy,Norway,Værøy,Norwegen
VAW,31.045555,70.35472,NO,Svartnes Airport,EU,airport,medium,1,ENSS,Vardø,Norway,Vardø,Norwegen
SOJ,20.933332,69.78333,NO,Sorkjosen Airport,EU,airport,medium,1,ENSR,Sorkjosen,Norway,Sorkjosen,Norwegen
SVJ,14.667774,68.24498,NO,Svolvær Helle Airport,EU,airport,medium,1,ENSH,Svolvær,Norway,Svolvær,Norwegen
SOG,7.136988,61.158127,NO,Sogndal Airport,EU,airport,small,1,ENSG,Sogndal,Norway,Sogndal,Norwegen
SDN,6.216667,61.766666,NO,Anda Airport,EU,airport,small,1,ENSD,Sandane,Norway,Sandane,Norwegen
RET,12.083333,67.48333,NO,Røst Airport,EU,airport,small,1,ENRS,Røst,Norway,Røst,Norwegen
RVK,11.233333,64.88333,NO,Ryum Airport,EU,airport,medium,1,ENRM,Rørvik,Norway,Rørvik,Norwegen
MQN,14.302748,66.36465,NO,Røssvoll Airport,EU,airport,medium,1,ENRA,Mo i Rana,Norway,Mo i Rana,Norwegen
OSY,11.570002,64.47273,NO,Namsos Høknesøra Airport,EU,airport,small,1,ENNM,Namsos,Norway,Namsos,Norwegen
LKN,13.614864,68.15421,NO,Leknes Airport,EU,airport,medium,1,ENLK,Leknes,Norway,Leknes,Norwegen
CNL,10.216667,57.483334,DK,Sindal Airport,EU,airport,medium,1,EKSN,Sindal,Denmark,Sindal,Dänemark
CFN,-8.340278,55.041668,IE,Donegal Airport,EU,airport,medium,0,EIDL,Dongloe,Ireland,Dongloe,Irland
BRR,-7.440278,57.023335,GB,Barra Airport,EU,airport,medium,0,EGPR,Barra,United Kingdom,Barra,Großbritannien
HLY,-4.633333,53.3,GB,Anglesey Airport,EU,airport,medium,0,EGOV,Angelsey,United Kingdom,Angelsey,Großbritannien
PZE,,,GB,Penzance Heliport,EU,heliport,null,0,EGHK,Penzance,United Kingdom,Penzance,Großbritannien
LEQ,-5.733333,50.05,GB,Land's End / St. Just Airport,EU,airport,medium,0,EGHC,Land's End,United Kingdom,End Lands,Großbritannien
WRY,-2.95,59.35,GB,Westray Airport,EU,airport,small,0,EGEW,Westray,United Kingdom,Westray,Großbritannien
LWK,-1.15,60.15,GB,Lerwick / Tingwall Airport,EU,airport,small,0,EGET,Lerwick,United Kingdom,Lerwick,Großbritannien
NDY,-2.583333,59.25,GB,Sanday Airport,EU,airport,small,0,EGES,Sanday,United Kingdom,Sanday,Großbritannien
SOY,-2.640495,59.154053,GB,Stronsay Airport,EU,airport,small,0,EGER,Stronsay,United Kingdom,Stronsay,Großbritannien
PPW,-2.898974,59.351265,GB,Papa Westray Airport,EU,airport,small,0,EGEP,Papa Westray,United Kingdom,Papa Westray,Großbritannien
NRL,-2.433333,59.370277,GB,North Ronaldsay Airport,EU,airport,small,0,EGEN,North Ronaldsay,United Kingdom,North Ronaldsay,Großbritannien
FIE,-1.666667,59.5,GB,Fair Isle Airport,EU,airport,medium,0,EGEF,Fair Isle,United Kingdom,Fair Isle,Großbritannien
EOI,-2.783333,59.183334,GB,Eday Airport,EU,airport,medium,0,EGED,Eday,United Kingdom,Eday,Großbritannien
CAL,-5.686667,55.43639,GB,Campbeltown Airport,EU,airport,medium,0,EGEC,Campbeltown,United Kingdom,Campbeltown,Großbritannien
DSA,-1.01155,53.481003,GB,Robin Hood Doncaster Sheffield Airport,EU,airport,large,0,EGCN,"Doncaster, Sheffield",United Kingdom,"Doncaster, Sheffield",Großbritannien
NQT,-1.166667,52.966667,GB,Nottingham Airport,EU,airport,medium,0,EGBN,Nottingham,United Kingdom,Nottingham,Großbritannien
SJY,22.835285,62.6932,FI,Seinäjoki Airport,EU,airport,medium,2,EFSI,Seinäjoki / Ilmajoki,Finland,Seinäjoki / Ilmajoki,Finnland
HGL,7.916667,54.186943,DE,Helgoland-Düne Airport,EU,airport,small,1,EDXH,Helgoland,Germany,Helgoland,Deutschland
HEI,8.902778,54.155556,DE,Heide-Büsum Airport,EU,airport,small,1,EDXB,Büsum,Germany,Büsum,Deutschland
HDF,14.138242,53.87825,DE,Heringsdorf Airport,EU,airport,medium,1,EDAH,Heringsdorf,Germany,Heringsdorf,Deutschland
KMS,-1.591111,6.7125,GH,Kumasi Airport,AF,airport,medium,0,DGSI,Kumasi,Ghana,Kumasi,Ghana
ELU,6.784614,33.5095,DZ,Guemar Airport,AF,airport,medium,1,DAUO,Guemar,Algeria,Guemar,Algerien
BMW,0.926334,21.375816,DZ,Bordj Badji Mokhtar Airport,AF,airport,small,1,DATM,Bordj Badji Mokhtar,Algeria,Bordj Badji Mokhtar,Algerien
CBH,-2.259722,31.647778,DZ,Béchar Boudghene Ben Ali Lotfi Airport,AF,airport,medium,1,DAOR,Béchar,Algeria,Béchar,Algerien
BLJ,6.183333,35.566666,DZ,Batna Airport,AF,airport,medium,1,DABT,Batna,Algeria,Batna,Algerien
ZWL,-103.1683,58.106743,CA,Wollaston Lake Airport,NA,airport,medium,-6,CZWL,Wollaston Lake,Canada,Wollaston Lake,Kanada
ZUM,-64.10917,53.56278,CA,Churchill Falls Airport,NA,airport,small,-4,CZUM,Churchill Falls,Canada,Churchill Falls,Kanada
ZTM,-92.08035,55.858505,CA,Shamattawa Airport,NA,airport,medium,-6,CZTM,Shamattawa,Canada,Shamattawa,Kanada
ZSJ,-93.23333,53.033333,CA,Sandy Lake Airport,NA,airport,medium,-6,CZSJ,Sandy Lake,Canada,Sandy Lake,Kanada
ZRJ,-91.316666,52.95,CA,Round Lake (Weagamow Lake) Airport,NA,airport,medium,-6,CZRJ,Round Lake,Canada,Round Lake,Kanada
ZPB,-92.195274,53.890556,CA,Sachigo Lake Airport,NA,airport,medium,-6,CZPB,Sachigo Lake,Canada,Sachigo See,Kanada
ZMT,-132.15,54.016666,CA,Masset Airport,NA,airport,medium,-8,CZMT,Masset,Canada,Masset,Kanada
MSA,-91.98333,53.816666,CA,Muskrat Dam Airport,NA,airport,medium,-6,CZMD,Muskrat Dam,Canada,Muskrat Dam,Kanada
ZKE,-81.333336,52.333332,CA,Kashechewan Airport,NA,airport,medium,-5,CZKE,Kashechewan,Canada,Kashechewan,Kanada
ZJN,-101.23333,52.11667,CA,Swan River Airport,NA,airport,medium,-6,CZJN,Swan River,Canada,Swan River,Kanada
ZGI,-94.07965,54.83914,CA,Gods River Airport,NA,airport,medium,-6,CZGI,Gods River,Canada,Gods River,Kanada
ZFD,-107.18119,59.33421,CA,Fond-Du-Lac Airport,NA,airport,medium,-6,CZFD,Fond-Du-Lac,Canada,Fond-Du-Lac,Kanada
ZEM,-78.51667,52.25,CA,Eastmain River Airport,NA,airport,medium,-5,CZEM,Eastmain River,Canada,Eastmain Fluss,Kanada
ZBF,-65.73944,47.629166,CA,Bathurst Airport,NA,airport,medium,-4,CZBF,Bathurst,Canada,Bathurst,Kanada
ZAC,-96.09192,56.089516,CA,York Landing Airport,NA,airport,medium,-6,CZAC,York Landing,Canada,Yorker Landing,Kanada
YZG,-75.63333,62.2,CA,Salluit Airport,NA,airport,medium,-5,CYZG,Salluit,Canada,Salluit,Kanada
YXN,-92.6,62.233334,CA,Whale Cove Airport,NA,airport,medium,-6,CYXN,Whale Cove,Canada,Whale Cove,Kanada
YWP,-87.36889,52.95972,CA,Webequie Airport,NA,airport,medium,-5,CYWP,Webequie,Canada,Webequie,Kanada
YVZ,-94.5,52.666668,CA,Deer Lake Airport,NA,airport,medium,-6,CYVZ,Deer Lake,Canada,Deer Lake,Kanada
YTL,-89.88952,53.81594,CA,Big Trout Lake Airport,NA,airport,medium,-5,CYTL,Big Trout Lake,Canada,Big Trout Lake,Kanada
YST,-94.8516,53.846127,CA,St. Theresa Point Airport,NA,airport,medium,-6,CYST,St. Theresa Point,Canada,St. Theresa Punkt,Kanada
YSK,-79.21667,56.55,CA,Sanikiluaq Airport,NA,airport,medium,-5,CYSK,Sanikiluaq,Canada,Sanikiluaq,Kanada
YSF,-105.83657,59.251163,CA,Stony Rapids Airport,NA,airport,medium,-6,CYSF,Stony Rapids,Canada,Stony Rapids,Kanada
YRL,-93.80006,51.068764,CA,Red Lake Airport,NA,airport,medium,-6,CYRL,Red Lake,Canada,Red Lake,Kanada
YRA,-117.35,64.11667,CA,Rae Lakes Airport,NA,airport,medium,-7,CYRA,Gamètì,Canada,Gameti,Kanada
YQN,-86.7,50.166668,CA,Nakina Airport,NA,airport,medium,-5,CYQN,Nakina,Canada,Nakina,Kanada
YQD,-101.1,53.966667,CA,The Pas Airport,NA,airport,medium,-6,CYQD,The Pas,Canada,The Pas,Kanada
YPW,-124.5,49.816666,CA,Powell River Airport,NA,airport,medium,-8,CYPW,Powell River,Canada,Powell River,Kanada
YPO,-85.433334,54.983334,CA,Peawanuck Airport,NA,airport,medium,-5,CYPO,Peawanuck,Canada,Peawanuck,Kanada
YPM,-93.97287,51.817375,CA,Pikangikum Airport,NA,airport,medium,-6,CYPM,Pikangikum,Canada,Pikangikum,Kanada
YPH,-78.166664,58.433334,CA,Inukjuak Airport,NA,airport,medium,-5,CYPH,Inukjuak,Canada,Inukjuak,Kanada
YOH,-95.27668,54.934242,CA,Oxford House Airport,NA,airport,medium,-6,CYOH,Oxford House,Canada,Oxford House,Kanada
YNL,-104.08111,58.275,CA,Points North Landing Airport,NA,airport,medium,-6,CYNL,Points North Landing,Canada,Points North Landing,Kanada
YNE,-97.84583,53.954166,CA,Norway House Airport,NA,airport,medium,-6,CYNE,Norway House,Canada,Norwegen Haus,Kanada
YNC,-78.816666,53,CA,Wemindji Airport,NA,airport,medium,-5,CYNC,Wemindji,Canada,Wemindji,Kanada
YUD,-76.51833,56.53611,CA,Umiujaq Airport,NA,airport,medium,-5,CYMU,Umiujaq,Canada,Umiujaq,Kanada
YMT,-74.36667,49.916668,CA,Chapais Airport,NA,airport,medium,-5,CYMT,Chibougamau,Canada,Chibougamau,Kanada
YMH,-55.833332,52.3,CA,Mary's Harbour Airport,NA,airport,medium,-4,CYMH,Mary's Harbour,Canada,Maria Harbour,Kanada
XGR,-65.98333,58.5,CA,Kangiqsualujjuaq (Georges River) Airport,NA,airport,medium,-5,CYLU,Kangiqsualujjuaq,Canada,Kangiqsualujjuaq,Kanada
YSG,-110.075554,62.41861,CA,Lutselk'e Airport,NA,airport,medium,-7,CYLK,Lutselk'e,Canada,Lutselk'e,Kanada
YLH,-87.93,52.183334,CA,Lansdowne House Airport,NA,airport,medium,-5,CYLH,Lansdowne House,Canada,Lansdowne House,Kanada
YLC,-69.88333,62.85,CA,Kimmirut Airport,NA,airport,medium,-5,CYLC,Kimmirut,Canada,Kimmirut,Kanada
YPJ,-69.666664,59.3,CA,Aupaluk Airport,NA,airport,medium,-5,CYLA,Aupaluk,Canada,Aupaluk,Kanada
YKQ,-78.75,51.4875,CA,Waskaganish Airport,NA,airport,medium,-5,CYKQ,Waskaganish,Canada,Waskaganish,Kanada
AKV,-78.583336,60.733334,CA,Akulivik Airport,NA,airport,medium,-5,CYKO,Akulivik,Canada,Akulivik,Kanada
YIV,-94.653046,53.856785,CA,Island Lake Airport,NA,airport,medium,-6,CYIV,Island Lake,Canada,Island Lake,Kanada
YIK,-76.083336,62.416668,CA,Ivujivik Airport,NA,airport,medium,-5,CYIK,Ivujivik,Canada,Ivujivik,Kanada
YHR,-59.5,50.5,CA,Chevery Airport,NA,airport,medium,-4,CYHR,Chevery,Canada,Chevery,Kanada
YHO,-60.229443,55.448334,CA,Hopedale Airport,NA,airport,medium,-4,CYHO,Hopedale,Canada,Hopedale,Kanada
YNS,-76.74167,49.74167,CA,Nemiscau Airport,NA,airport,medium,-5,CYHH,Nemiscau,Canada,Nemiscau,Kanada
YQC,-69.63333,61.333332,CA,Quaqtaq Airport,NA,airport,medium,-5,CYHA,Quaqtaq,Canada,Quaqtaq,Kanada
YGZ,-82.95722,76.41778,CA,Grise Fiord Airport,NA,airport,medium,-5,CYGZ,Grise Fiord,Canada,Grise Fiord,Kanada
YGX,-94.7,56.35,CA,Gillam Airport,NA,airport,medium,-6,CYGX,Gillam,Canada,Gillam,Kanada
YGW,-77.76667,55.279167,CA,Kuujjuarapik Airport,NA,airport,medium,-5,CYGW,Kuujjuarapik,Canada,Kuujjuarapik,Kanada
YGT,-81.816666,69.4,CA,Igloolik Airport,NA,airport,medium,-5,CYGT,Igloolik,Canada,Igloolik,Kanada
YGO,-94.49117,54.5577,CA,Gods Lake Narrows Airport,NA,airport,medium,-6,CYGO,Gods Lake Narrows,Canada,Gods Lake Narrows,Kanada
YGB,-124.53333,49.7,CA,Texada Gillies Bay Airport,NA,airport,medium,-8,CYGB,Texada,Canada,Texada,Kanada
YMN,-59.166668,55.166668,CA,Makkovik Airport,NA,airport,medium,-4,CYFT,Makkovik,Canada,Makkovik,Kanada
YFH,-87.89796,51.559345,CA,Fort Hope Airport,NA,airport,medium,-5,CYFH,Fort Hope,Canada,Fort Hope,Kanada
YFA,-81.59167,52.24167,CA,Fort Albany Airport,NA,airport,medium,-5,CYFA,Fort Albany,Canada,Fort Albany,Kanada
YER,-87.833336,56.033333,CA,Fort Severn Airport,NA,airport,medium,-5,CYER,Fort Severn,Canada,Fort Severn,Kanada
YDP,-61.666668,56.533333,CA,Nain Airport,NA,airport,medium,-4,CYDP,Nain,Canada,Nain,Kanada
YCS,-90.71667,63.333332,CA,Chesterfield Inlet Airport,NA,airport,medium,-6,CYCS,Chesterfield Inlet,Canada,Chesterfield Inlet,Kanada
YRF,-57.03828,53.682606,CA,Cartwright Airport,NA,airport,medium,-4,CYCA,Cartwright,Canada,Cartwright,Kanada
YBX,-57.216667,51.433334,CA,Lourdes De Blanc Sablon Airport,NA,airport,medium,-4,CYBX,Lourdes-De-Blanc-Sablon,Canada,Lourdes-De-Blanc-Sablon,Kanada
YBE,-108.48333,59.566666,CA,Uranium City Airport,NA,airport,medium,-6,CYBE,Uranium City,Canada,Uranium City,Kanada
YAT,-82.4,52.941666,CA,Attawapiskat Airport,NA,airport,medium,-5,CYAT,Attawapiskat,Canada,Attawapiskat,Kanada
YKG,-70.0046,60.023083,CA,Kangirsuk Airport,NA,airport,medium,-5,CYAS,Kangirsuk,Canada,Kangirsuk,Kanada
XKS,-88.64667,53.52,CA,Kasabonika Airport,NA,airport,medium,-5,CYAQ,Kasabonika,Canada,Kasabonika,Kanada
YAG,-93.44722,48.65278,CA,Fort Frances Municipal Airport,NA,airport,medium,-6,CYAG,Fort Frances,Canada,Fort Frances,Kanada
YAC,-91.816666,51.716667,CA,Cat Lake Airport,NA,airport,medium,-6,CYAC,Cat Lake,Canada,Cat See,Kanada
TCD,-69.76667,-2.933333,CO,Tarapacá Airport,SA,airport,small,-5,,Tarapacá,Colombia,Tarapacá,Kolumbien
APO,-76.71766,7.817678,CO,Apartadó Airport,SA,airport,small,-5,,Apartadó,Colombia,Apartadó,Kolumbien
NTG,120.9756,32.07292,CN,Nantong Airport,AS,airport,small,8,,Nantong,China,Nantong,China
ZLT,-58.97601,50.828056,CA,La Tabatière Airport,NA,airport,small,-4,CTU5,La Tabatière,Canada,La Tabatière,Kanada
ZTB,-59.333332,50.716667,CA,Tête-à-la-Baleine Airport,NA,airport,small,-4,CTB6,Tête-à-la-Baleine,Canada,Tête-à-la-Baleine,Kanada
YKU,-78.924065,53.806824,CA,Chisasibi Airport,NA,airport,small,-5,CSU2,Chisasibi,Canada,Chisasibi,Kanada
YHP,-94.3,52.083332,CA,Poplar Hill Airport,NA,airport,small,-6,CPV7,Poplar Hill,Canada,Poplar Hill,Kanada
YOG,-85.916664,51.666668,CA,Ogoki Post Airport,NA,airport,small,-5,CNT3,Ogoki Post,Canada,Ogoki Beitrag,Kanada
KIF,-89.85,53.01389,CA,Kingfisher Lake Airport,NA,airport,small,-5,CNM5,Kingfisher Lake,Canada,Kingfisher Lake,Kanada
XBE,-90.98333,53.95,CA,Bearskin Lake Airport,NA,airport,small,-6,CNE3,Bearskin Lake,Canada,Bearskin Lake,Kanada
YNO,-92.416664,52.5,CA,North Spirit Lake Airport,NA,airport,small,-6,CKQ3,North Spirit Lake,Canada,Nord Spirit Lake,Kanada
WNN,-89.166664,52.916668,CA,Wunnumin Lake Airport,NA,airport,small,-5,CKL3,Wunnumin Lake,Canada,Wunnumin See,Kanada
YAX,-89.565,53.251945,CA,Wapekeka Airport,NA,airport,small,-5,CKB6,Angling Lake,Canada,Angling Lake,Kanada
SUR,-88.5475,52.71528,CA,Summer Beaver Airport,NA,airport,small,-5,CJV7,Summer Beaver,Canada,Summer Beaver,Kanada
YLE,-117.24318,63.132942,CA,Whatì Airport,NA,airport,small,-7,CEM3,Whatì,Canada,WhatI,Kanada
YCK,-126.09047,67.03993,CA,Colville Lake Airport,NA,airport,small,-7,CEB3,Colville Lake,Canada,Colville Lake,Kanada
YRG,-58.416668,54.333332,CA,Rigolet Airport,NA,airport,small,-4,CCZ2,Rigolet,Canada,Rigolet,Kanada
YHA,-56.3,52.533333,CA,Port Hope Simpson Airport,NA,airport,small,-4,CCP4,Port Hope Simpson,Canada,Port Hope Simpson,Kanada
YFX,-55.683334,52.36667,CA,St. Lewis (Fox Harbour) Airport,NA,airport,small,-4,CCK4,St. Lewis,Canada,St. Lewis,Kanada
YWM,-56.01282,52.335438,CA,Williams Harbour Airport,NA,airport,small,-4,CCA6,Williams Harbour,Canada,Williams Harbour,Kanada
YAA,-125.3,52.45,CA,Anahim Lake Airport,NA,airport,small,-8,CAJ4,Anahim Lake,Canada,Anahim Lake,Kanada
YWS,,,CA,Whistler/Green Lake Water Aerodrome,NA,seaplanes,null,-8,CAE5,Whistler,Canada,Whistler,Kanada
PND,-88.816666,16.1,BZ,Punta Gorda Airport,NA,airport,medium,-6,,Punta Gorda,Belize,Punta Gorda,Belize
CUK,-88.02956,17.735527,BZ,Caye Caulker Airport,NA,airport,medium,-6,,Caye Caulker,Belize,Caye Caulker,Belize
VPN,-14.846748,65.72167,IS,Vopnafjörður Airport,EU,airport,small,0,BIVO,Vopnafjörður,Iceland,Vopnafjörður,Island
THO,,,IS,Thorshofn Airport,EU,closed,null,0,BITN,Thorshofn,Iceland,Thorshofn,Island
GRY,-18.016666,66.566666,IS,Grímsey Airport,EU,airport,small,0,BIGR,Grímsey,Iceland,Grímsey,Island
JQA,-52.702778,70.73194,GL,Qaarsut Airport,NA,airport,small,-3,BGUQ,Uummannaq,Greenland,Uummannaq,Grönland
JUV,-56.130554,72.790276,GL,Upernavik Airport,NA,airport,small,-4,BGUK,Upernavik,Greenland,Upernavik,Grönland
JHS,-53.704166,66.93694,GL,Sisimiut Airport,NA,airport,small,-3,BGSS,Sisimiut,Greenland,Sisimiut,Grönland
NAQ,-69.382996,77.48948,GL,Qaanaaq Airport,NA,airport,small,-4,BGQQ,Qaanaaq,Greenland,Qaanaaq,Grönland
JNS,,,GL,Narsaq Heliport,NA,heliport,null,-3,BGNS,Narsaq,Greenland,Narsaq,Grönland
JNN,,,GL,Nanortalik Heliport,NA,heliport,null,-3,BGNN,Nanortalik,Greenland,Nanortalik,Grönland
JSU,-52.93537,65.41244,GL,Maniitsoq Airport,NA,airport,small,-3,BGMQ,Maniitsoq,Greenland,Maniitsoq,Grönland
JJU,,,GL,Qaqortoq Heliport,NA,heliport,null,-3,BGJH,Qaqortoq,Greenland,Qaqortoq,Grönland
JGO,,,GL,Qeqertarsuaq Heliport,NA,heliport,null,-3,BGGN,Qeqertarsuaq Airport,Greenland,Qeqertarsuaq Flughafen,Grönland
JFR,,,GL,Paamiut Heliport,NA,heliport,null,-3,BGFH,Paamiut,Greenland,Paamiut,Grönland
CNP,-22.658333,70.74306,GL,Neerlerit Inaat Airport,NA,airport,small,-1,BGCO,Neerlerit Inaat,Greenland,Neerlerit Inaat,Grönland
LLU,,,GL,Alluitsup Paa Heliport,NA,heliport,null,-3,BGAP,Alluitsup Paa,Greenland,Alluitsup Paa,Grönland
WBM,143.91667,-5.616667,PG,Wapenamanda Airport,OC,airport,medium,10,AYWD,Wapenamanda,Papua New Guinea,Wapenamanda,Papua-Neuguinea
VAI,141.30194,-2.694722,PG,Vanimo Airport,OC,airport,medium,10,AYVN,Vanimo,Papua New Guinea,Vanimo,Papua-Neuguinea
RAB,152.36667,-4.333333,PG,Tokua Airport,OC,airport,medium,10,AYTK,Tokua,Papua New Guinea,Tokua,Papua-Neuguinea
TBG,141.227,-5.274722,PG,Tabubil Airport,OC,airport,small,10,AYTB,Tabubil,Papua New Guinea,Tabubil,Papua-Neuguinea
TIZ,142.94055,-5.860556,PG,Tari Airport,OC,airport,small,10,AYTA,Tari,Papua New Guinea,Tari,Papua-Neuguinea
MIS,152.84166,-10.5,PG,Misima Island Airport,OC,airport,small,10,AYMS,Misima Island,Papua New Guinea,Misima,Papua-Neuguinea
MXH,143.25055,-6.3525,PG,Moro Airport,OC,airport,small,10,AYMR,Moro,Papua New Guinea,Moro,Papua-Neuguinea
MAS,147.42444,-2.056667,PG,Momote Airport,OC,airport,medium,10,AYMO,Momote,Papua New Guinea,Momote,Papua-Neuguinea
MDU,143.65,-6.158611,PG,Mendi Airport,OC,airport,medium,10,AYMN,Mendi,Papua New Guinea,Mendi,Papua-Neuguinea
KVG,150.80653,-2.58075,PG,Kavieng Airport,OC,airport,medium,10,AYKV,Kavieng,Papua New Guinea,Kavieng,Papua-Neuguinea
KMA,145.77155,-7.961702,PG,Kerema Airport,OC,airport,medium,10,AYKM,Kerema,Papua New Guinea,Kerema,Papua-Neuguinea
KRI,144.26666,-7.483333,PG,Kikori Airport,OC,airport,small,10,AYKK,Kikori,Papua New Guinea,Kikori,Papua-Neuguinea
UNG,141.28601,-6.125552,PG,Kiunga Airport,OC,airport,small,10,AYKI,Kiunga,Papua New Guinea,Kiunga,Papua-Neuguinea
HKN,150.403,-5.456876,PG,Kimbe Airport,OC,airport,medium,10,AYHK,Hoskins,Papua New Guinea,Hoskins,Papua-Neuguinea
PNP,148.30873,-8.807474,PG,Girua Airport,OC,airport,medium,10,AYGR,Girua,Papua New Guinea,Girua,Papua-Neuguinea
GUR,150.33861,-10.310833,PG,Gurney Airport,OC,airport,medium,10,AYGN,Gurney,Papua New Guinea,Gurney,Papua-Neuguinea
DAU,143.20605,-9.08351,PG,Daru Airport,OC,airport,medium,10,AYDU,Daru,Papua New Guinea,Daru,Papua-Neuguinea
CMU,144.97444,-5.993889,PG,Chimbu Airport,OC,airport,medium,10,AYCH,Kundiawa,Papua New Guinea,Kundiawa,Papua-Neuguinea
BUA,154.67288,-5.422443,PG,Buka Airport,OC,airport,medium,10,AYBK,Buka Island,Papua New Guinea,Buka,Papua-Neuguinea
RBV,157.63945,-8.165556,SB,Ramata Airport,OC,airport,small,11,AGRM,Ramata,Solomon Islands,Ramata,Salomon-Inseln
KGE,157.5861,-8.165,SB,Kagau Island Airport,OC,airport,small,11,AGKG,Kagau Island,Solomon Islands,Kagau Insel,Salomon-Inseln
VAO,158.66667,-7.566667,SB,Suavanao Airport,OC,airport,small,11,AGGV,Suavanao,Solomon Islands,Suavanao,Salomon-Inseln
RUS,161.25,-8.5,SB,Marau Airport,OC,airport,small,11,AGGU,Marau,Solomon Islands,Marau,Salomon-Inseln
RNL,160.3,-11.666667,SB,Rennell/Tingoa Airport,OC,airport,small,11,AGGR,Rennell Island,Solomon Islands,Rennell,Salomon-Inseln
MNY,155.56462,-7.417428,SB,Mono Airport,OC,airport,small,10,AGGO,Stirling Island,Solomon Islands,Stirling,Salomon-Inseln
GZO,156.83333,-8.116667,SB,Nusatupe Airport,OC,airport,small,11,AGGN,Gizo,Solomon Islands,Gizo,Salomon-Inseln
MUA,157.26971,-8.32794,SB,Munda Airport,OC,airport,medium,11,AGGM,Munda,Solomon Islands,Munda,Salomon-Inseln
SCZ,166.85,-11.616667,SB,Santa Cruz/Graciosa Bay/Luova Airport,OC,airport,small,11,AGGL,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,Santa Cruz / Graciosa Bay / Luova,Salomon-Inseln
IRA,161.83333,-10.5,SB,Ngorangora Airport,OC,airport,small,11,AGGK,Kirakira,Solomon Islands,Kirakira,Salomon-Inseln
MBU,160.75,-9.733333,SB,Babanakira Airport,OC,airport,small,11,AGGI,Mbambanakira,Solomon Islands,Mbambanakira,Salomon-Inseln
FRE,159.58333,-8.1,SB,Fera/Maringe Airport,OC,airport,small,11,AGGF,Fera Island,Solomon Islands,Fera Island,Salomon-Inseln
BAS,155.88333,-6.983333,SB,Ballalae Airport,OC,airport,small,11,AGGE,Ballalae,Solomon Islands,Ballalae,Salomon-Inseln
AKS,160.68083,-8.697778,SB,Auki Airport,OC,airport,small,11,AGGA,Auki,Solomon Islands,Auki,Salomon-Inseln
ATD,161.03334,-8.866667,SB,Uru Harbour Airport,OC,airport,small,11,AGAT,Atoifi,Solomon Islands,Atoifi,Salomon-Inseln
KXK,136.95,50.4,RU,Komsomolsk-on-Amur Airport,AS,airport,medium,11,UHKK,Komsomolsk-on-Amur,Russia,Komsomolsk am Amur,Russland
OYG,31.716667,3.65,UG,Moyo Airport,AF,airport,small,3,,Moyo,Uganda,Moyo,Uganda
IKS,128.9,71.7,RU,Tiksi Airport,AS,airport,medium,10,UEST,Tiksi,Russia,Tiksi,Russland
CYX,161.35,68.75,RU,Cherskiy Airport,AS,airport,medium,12,UESS,Cherskiy,Russia,Cherskiy,Russland
CKH,147.88333,70.63333,RU,Chokurdakh Airport,AS,airport,medium,12,UESO,Chokurdah,Russia,Chokurdah,Russland
CNN,124.88333,56.9,RU,Chulman,AS,airport,medium,10,UELL,Neryungri,Russia,Neryungri,Russland
KSN,63.55,53.2,KZ,Kostanay West Airport,AS,airport,medium,6,UAUU,Kostanay,Kazakhstan,Kostanay,Kasachstan
DZN,67.73333,47.7,KZ,Zhezkazgan Airport,AS,airport,medium,6,UAKD,Zhezkazgan,Kazakhstan,Zhezkazgan,Kasachstan
KOV,69.4,53.316666,KZ,Kokshetau Airport,AS,airport,medium,6,UACK,Kokshetau,Kazakhstan,Kokshetau,Kasachstan
